/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_45_615.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_45_615.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_45_615.jpg,0,0,0,22.12384
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_45_695.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_45_695.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_45_695.jpg,0,0,0,21.94362
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_45_777.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_45_777.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_45_777.jpg,0,0,0,21.76482
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_45_857.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_45_857.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_45_857.jpg,0,0,0,21.58746
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_45_931.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_45_931.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_45_931.jpg,0,0,0,21.41152
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_46_009.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_46_009.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_46_009.jpg,0,0,0,21.237
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_46_088.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_46_088.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_46_088.jpg,0,0,0,21.06387
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_46_166.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_46_166.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_46_166.jpg,0,0,0,20.89214
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_46_242.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_46_242.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_46_242.jpg,0,0,0,20.76426
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_46_323.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_46_323.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_46_323.jpg,0,0,0,20.59333
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_46_405.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_46_405.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_46_405.jpg,-0.1,0,0,20.42085
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_46_472.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_46_472.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_46_472.jpg,-0.3,0.04747224,0,20.213
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_46_550.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_46_550.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_46_550.jpg,-0.5000001,0.2818651,0,20.10466
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_46_629.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_46_629.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_46_629.jpg,-0.7,0.5196304,0,20.16161
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_46_710.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_46_710.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_46_710.jpg,-0.9000002,0.7632751,0,20.38832
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_46_784.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_46_784.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_46_784.jpg,-1,0.9280801,0,20.7633
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_46_852.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_46_852.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_46_852.jpg,0,1,0,21.39272
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_46_941.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_46_941.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_46_941.jpg,0,1,0,22.12517
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_47_013.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_47_013.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_47_013.jpg,0,1,0,22.90087
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_47_088.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_47_088.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_47_088.jpg,0,1,0,23.67986
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_47_166.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_47_166.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_47_166.jpg,0.2,1,0,24.42974
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_47_246.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_47_246.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_47_246.jpg,0.4,1,0,25.10916
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_47_320.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_47_320.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_47_320.jpg,0,1,0,25.67145
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_47_402.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_47_402.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_47_402.jpg,0,1,0,26.43032
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_47_480.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_47_480.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_47_480.jpg,0,1,0,27.18547
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_47_561.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_47_561.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_47_561.jpg,0,1,0,27.93507
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_47_640.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_47_640.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_47_640.jpg,0,1,0,28.67874
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_47_720.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_47_720.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_47_720.jpg,0,1,0,29.41643
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_47_802.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_47_802.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_47_802.jpg,0,1,0,30.14816
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_47_873.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_47_873.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_47_873.jpg,0,1,0,30.19055
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_47_955.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_47_955.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_47_955.jpg,0,1,0,30.19053
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_48_023.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_48_023.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_48_023.jpg,0,1,0,30.19056
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_48_106.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_48_106.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_48_106.jpg,0,1,0,30.19056
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_48_183.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_48_183.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_48_183.jpg,0,1,0,30.19107
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_48_258.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_48_258.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_48_258.jpg,0,1,0,30.19006
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_48_335.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_48_335.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_48_335.jpg,0,1,0,30.19032
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_48_415.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_48_415.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_48_415.jpg,0,1,0,30.19016
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_48_491.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_48_491.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_48_491.jpg,0,1,0,30.19015
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_48_568.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_48_568.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_48_568.jpg,0,1,0,30.19029
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_48_649.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_48_649.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_48_649.jpg,0,1,0,30.1903
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_48_721.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_48_721.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_48_721.jpg,0,1,0,30.19031
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_48_792.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_48_792.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_48_792.jpg,0,1,0,30.1903
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_48_864.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_48_864.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_48_864.jpg,0,1,0,30.1903
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_48_934.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_48_934.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_48_934.jpg,0,1,0,30.19031
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_49_014.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_49_014.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_49_014.jpg,0,1,0,30.19032
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_49_083.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_49_083.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_49_083.jpg,0,1,0,30.19028
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_49_163.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_49_163.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_49_163.jpg,0,1,0,30.1903
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_49_243.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_49_243.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_49_243.jpg,0,1,0,30.19029
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_49_318.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_49_318.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_49_318.jpg,0,1,0,30.19029
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_49_394.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_49_394.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_49_394.jpg,0,1,0,30.1903
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_49_470.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_49_470.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_49_470.jpg,0,1,0,30.19029
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_49_545.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_49_545.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_49_545.jpg,0,1,0,30.1903
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_49_622.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_49_622.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_49_622.jpg,0,1,0,30.19029
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_49_694.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_49_694.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_49_694.jpg,0,1,0,30.19039
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_49_768.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_49_768.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_49_768.jpg,0,1,0,30.19029
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_49_843.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_49_843.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_49_843.jpg,0,1,0,30.19032
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_49_918.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_49_918.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_49_918.jpg,0,1,0,30.19036
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_49_992.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_49_992.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_49_992.jpg,0,1,0,30.19028
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_50_067.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_50_067.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_50_067.jpg,0,1,0,30.1903
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_50_141.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_50_141.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_50_141.jpg,0,1,0,30.1903
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_50_216.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_50_216.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_50_216.jpg,0,1,0,30.19031
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_50_283.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_50_283.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_50_283.jpg,0,1,0,30.19031
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_50_364.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_50_364.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_50_364.jpg,0,1,0,30.19031
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_50_445.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_50_445.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_50_445.jpg,0,1,0,30.19031
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_50_525.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_50_525.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_50_525.jpg,0,1,0,30.19029
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_50_608.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_50_608.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_50_608.jpg,0,1,0,30.1902
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_50_675.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_50_675.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_50_675.jpg,0,1,0,30.1902
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_50_745.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_50_745.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_50_745.jpg,0,1,0,30.1902
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_50_813.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_50_813.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_50_813.jpg,0,1,0,30.19011
/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/center_2019_08_12_18_50_50_896.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/left_2019_08_12_18_50_50_896.jpg,/media/der-alien/ZWEITE/study/ai/autonomous driving/output/IMG/right_2019_08_12_18_50_50_896.jpg,-0.1,1,0,30.1876
